GO-LABEL	PROTEIN	GO-LABEL-TYPE
GO:0030433	SEL1L2	biological_process
GO:0030433	FBXO17	biological_process
GO:0030433	DNAJB9	biological_process
GO:0030433	RNF175	biological_process
GO:0030433	TRIM13	biological_process
GO:0030433	EDEM1	biological_process
GO:0030433	SYVN1	biological_process
GO:0030433	FBXO27	biological_process
GO:0030433	ANKZF1	biological_process
GO:0030433	DNAJB2	biological_process
GO:0030433	HSPA5	biological_process
GO:0030433	DNAJB14	biological_process
GO:0030433	BAG6	biological_process
GO:0030433	HERPUD1	biological_process
GO:0030433	NCCRP1	biological_process
GO:0030433	NPLOC4	biological_process
GO:0030433	TMUB2	biological_process
GO:0030433	ERLIN1	biological_process
GO:0030433	USP19	biological_process
GO:0030433	MAN1B1	biological_process
GO:0030433	FBXO2	biological_process
GO:0030433	STT3B	biological_process
GO:0030449	CFH	biological_process
GO:0030449	CFHR1	biological_process
GO:0030449	SUSD4	biological_process
GO:0030449	VTN	biological_process
GO:0030449	CD5L	biological_process
GO:0030449	CD19	biological_process
GO:0030449	CLU	biological_process
GO:0030449	CD55	biological_process
GO:0030449	C1QBP	biological_process
GO:0030449	SERPING1	biological_process
GO:0030449	CD59	biological_process
GO:0030449	C1QA	biological_process
GO:0030449	C1QB	biological_process
GO:0030449	C1QC	biological_process
GO:0030449	C1R	biological_process
GO:0030449	C1S	biological_process
GO:0030449	C2	biological_process
GO:0030449	C3	biological_process
GO:0030449	CD81	biological_process
GO:0030449	CFP	biological_process
GO:0030449	CPB2	biological_process
GO:0030449	C3AR1	biological_process
GO:0030449	CD46	biological_process
GO:0030449	C4A	biological_process
GO:0030449	C4B	biological_process
GO:0030449	CFHR5	biological_process
GO:0030449	C4BPA	biological_process
GO:0030449	C4BPB	biological_process
GO:0030449	CPN1	biological_process
GO:0030449	CPN2	biological_process
GO:0030449	C5	biological_process
GO:0030449	C5AR1	biological_process
GO:0030449	C6	biological_process
GO:0030449	C7	biological_process
GO:0030449	C8A	biological_process
GO:0030449	C8B	biological_process
GO:0030449	C8G	biological_process
GO:0030449	CR1	biological_process
GO:0030449	F2	biological_process
GO:0030449	CR2	biological_process
GO:0030449	CFI	biological_process
GO:0030449	C9	biological_process
GO:0030449	CFB	biological_process
GO:0030449	PROS1	biological_process
GO:0030449	CFHR4	biological_process
GO:0030488	METTL1	biological_process
GO:0030488	TRMT10A	biological_process
GO:0030488	THADA	biological_process
GO:0030488	TRMT6	biological_process
GO:0030488	TYW3	biological_process
GO:0030488	NSUN6	biological_process
GO:0030488	ALKBH8	biological_process
GO:0030488	TRMT10B	biological_process
GO:0030488	TRMT44	biological_process
GO:0030488	TRMT112	biological_process
GO:0030488	THUMPD3	biological_process
GO:0030488	TRMT11	biological_process
GO:0030488	FTSJ1	biological_process
GO:0030488	TRMT13	biological_process
GO:0030488	METTL8	biological_process
GO:0030488	MTO1	biological_process
GO:0030488	TRMT61B	biological_process
GO:0030488	GTPBP3	biological_process
GO:0030488	TRMT5	biological_process
GO:0030488	METTL2A	biological_process
GO:0030488	NSUN2	biological_process
GO:0030488	THUMPD2	biological_process
GO:0030488	BCDIN3D	biological_process
GO:0030488	TRMT2B	biological_process
GO:0030488	LCMT2	biological_process
GO:0030488	TARBP1	biological_process
GO:0030488	METTL2B	biological_process
GO:0030488	TRDMT1	biological_process
GO:0030488	TRMT61A	biological_process
GO:0030488	METTL6	biological_process
GO:0030488	TRMT12	biological_process
GO:0030490	RPS14	biological_process
GO:0030490	TSR3	biological_process
GO:0030490	SRFBP1	biological_process
GO:0030490	WDR3	biological_process
GO:0030490	NOL11	biological_process
GO:0030490	RPS28	biological_process
GO:0030490	RIOK2	biological_process
GO:0030490	RIOK3	biological_process
GO:0030490	RPS19	biological_process
GO:0030490	DDX52	biological_process
GO:0030490	RIOK1	biological_process
GO:0030490	LSM6	biological_process
GO:0030490	NOP14	biological_process
GO:0030490	NOB1	biological_process
GO:0030500	MGP	biological_process
GO:0030500	PHOSPHO1	biological_process
GO:0030500	AHSG	biological_process
GO:0030500	ECM1	biological_process
GO:0030500	BMP2K	biological_process
GO:0030500	TXLNG	biological_process
GO:0030500	ANKH	biological_process
GO:0030500	S1PR1	biological_process
GO:0030500	NBR1	biological_process
GO:0030500	ENPP1	biological_process
GO:0030500	SGMS2	biological_process
GO:0030500	MATN1	biological_process
GO:0030500	IFITM5	biological_process
GO:0030500	BGLAP	biological_process
GO:0030500	DDR2	biological_process
GO:0030500	CYP27B1	biological_process
GO:0030500	TWIST1	biological_process
GO:0030500	ZMPSTE24	biological_process
GO:0030500	OMD	biological_process
GO:0030500	COMP	biological_process
GO:0030501	TGFB1	biological_process
GO:0030501	TGFB3	biological_process
GO:0030501	PTN	biological_process
GO:0030501	FZD9	biological_process
GO:0030501	GPM6B	biological_process
GO:0030501	NELL1	biological_process
GO:0030501	BMP2	biological_process
GO:0030501	BMP4	biological_process
GO:0030501	BMP6	biological_process
GO:0030501	BMP7	biological_process
GO:0030501	BMPR1A	biological_process
GO:0030501	BMPR1B	biological_process
GO:0030501	BMPR2	biological_process
GO:0030501	SLC8A1	biological_process
GO:0030501	KL	biological_process
GO:0030501	FBN2	biological_process
GO:0030501	ADRB2	biological_process
GO:0030501	P2RX7	biological_process
GO:0030501	ISG15	biological_process
GO:0030501	ATRAID	biological_process
GO:0030501	ANO6	biological_process
GO:0030501	WNT10B	biological_process
GO:0030501	OSR1	biological_process
GO:0030501	PKDCC	biological_process
GO:0030501	OSR2	biological_process
GO:0030501	TMEM119	biological_process
GO:0030501	WNT4	biological_process
GO:0030501	ACVR1	biological_process
GO:0030501	ACVR2A	biological_process
GO:0030501	ACVR2B	biological_process
GO:0030501	ATP2B1	biological_process
GO:0030501	TFAP2A	biological_process
GO:0030501	PTH	biological_process
GO:0030501	ALOX5	biological_process
GO:0030501	MEF2C	biological_process
GO:0030501	SMAD3	biological_process
GO:0030502	BCOR	biological_process
GO:0030502	AHSG	biological_process
GO:0030502	SOX9	biological_process
GO:0030502	ECM1	biological_process
GO:0030502	PTK2B	biological_process
GO:0030502	FGF23	biological_process
GO:0030502	TRPM4	biological_process
GO:0030502	CCL3	biological_process
GO:0030502	CCR1	biological_process
GO:0030502	ENPP1	biological_process
GO:0030502	SRGN	biological_process
GO:0030502	HIF1A	biological_process
GO:0030502	LTBP3	biological_process
GO:0030502	GREM1	biological_process
GO:0030502	STATH	biological_process
GO:0030502	GATA1	biological_process
GO:0030509	TGFB1	biological_process
GO:0030509	TGFB2	biological_process
GO:0030509	TGFB3	biological_process
GO:0030509	LEFTY2	biological_process
GO:0030509	HFE	biological_process
GO:0030509	ZNF8	biological_process
GO:0030509	CER1	biological_process
GO:0030509	GDF5	biological_process
GO:0030509	RGMB	biological_process
GO:0030509	RGMA	biological_process
GO:0030509	GREM2	biological_process
GO:0030509	AMH	biological_process
GO:0030509	AMHR2	biological_process
GO:0030509	TGFBR3	biological_process
GO:0030509	BMP2	biological_process
GO:0030509	BMP4	biological_process
GO:0030509	BMP5	biological_process
GO:0030509	BMP6	biological_process
GO:0030509	BMP7	biological_process
GO:0030509	BMP8B	biological_process
GO:0030509	BMPR1A	biological_process
GO:0030509	BMPR1B	biological_process
GO:0030509	BMPR2	biological_process
GO:0030509	HIVEP1	biological_process
GO:0030509	NOG	biological_process
GO:0030509	UBE2D1	biological_process
GO:0030509	GDF7	biological_process
GO:0030509	UBE2D3	biological_process
GO:0030509	COMP	biological_process
GO:0030509	FSTL1	biological_process
GO:0030509	MEGF8	biological_process
GO:0030509	ZFYVE16	biological_process
GO:0030509	EGR1	biological_process
GO:0030509	BMP10	biological_process
GO:0030509	GDF15	biological_process
GO:0030509	USP9X	biological_process
GO:0030509	ROR2	biological_process
GO:0030509	GDF6	biological_process
GO:0030509	SMURF1	biological_process
GO:0030509	SOSTDC1	biological_process
GO:0030509	CHRDL1	biological_process
GO:0030509	FAM83G	biological_process
GO:0030509	LEFTY1	biological_process
GO:0030509	DSG4	biological_process
GO:0030509	EXT1	biological_process
GO:0030509	SMAD2	biological_process
GO:0030509	DLX5	biological_process
GO:0030509	TWSG1	biological_process
GO:0030509	SMPD3	biological_process
GO:0030509	ACVR1	biological_process
GO:0030509	MAPK3	biological_process
GO:0030509	ACVR2A	biological_process
GO:0030509	ACVR2B	biological_process
GO:0030509	RUNX2	biological_process
GO:0030509	ACVRL1	biological_process
GO:0030509	USP9Y	biological_process
GO:0030509	GDF1	biological_process
GO:0030509	GDF2	biological_process
GO:0030509	SKI	biological_process
GO:0030509	BMP8A	biological_process
GO:0030509	GDF9	biological_process
GO:0030509	GDF3	biological_process
GO:0030509	FST	biological_process
GO:0030509	ENG	biological_process
GO:0030509	NODAL	biological_process
GO:0030509	USP15	biological_process
GO:0030509	LEF1	biological_process
GO:0030509	TMEM100	biological_process
GO:0030509	SLC33A1	biological_process
GO:0030509	SMURF2	biological_process
GO:0030509	SLC39A5	biological_process
GO:0030509	PDCD4	biological_process
GO:0030509	SMAD1	biological_process
GO:0030509	DDX5	biological_process
GO:0030509	SMAD3	biological_process
GO:0030509	SMAD4	biological_process
GO:0030509	SMAD5	biological_process
GO:0030509	SMAD6	biological_process
GO:0030509	SMAD7	biological_process
GO:0030509	SMAD9	biological_process
GO:0030509	BMP15	biological_process
GO:0030510	FSTL3	biological_process
GO:0030510	FST	biological_process
GO:0030510	HOXA13	biological_process
GO:0030510	XIAP	biological_process
GO:0030510	TFAP2B	biological_process
GO:0030510	TWSG1	biological_process
GO:0030510	PCSK6	biological_process
GO:0030510	SFRP4	biological_process
GO:0030510	SFRP5	biological_process
GO:0030510	ITGA3	biological_process
GO:0030510	FSTL1	biological_process
GO:0030511	TGFB1I1	biological_process
GO:0030511	CITED2	biological_process
GO:0030511	GIPC1	biological_process
GO:0030511	CDKN1C	biological_process
GO:0030511	CDKN2B	biological_process
GO:0030511	SLC2A10	biological_process
GO:0030511	TGFBR3	biological_process
GO:0030511	STK11	biological_process
GO:0030511	THBS1	biological_process
GO:0030511	SNW1	biological_process
GO:0030511	ING2	biological_process
GO:0030511	FERMT1	biological_process
GO:0030511	DAB2	biological_process
GO:0030511	HIPK2	biological_process
GO:0030511	FLCN	biological_process
GO:0030511	MYOCD	biological_process
GO:0030511	CITED1	biological_process
GO:0030511	ADAM17	biological_process
GO:0030511	CREBBP	biological_process
GO:0030511	LRG1	biological_process
GO:0030511	EP300	biological_process
GO:0030511	SDCBP	biological_process
GO:0030511	GOT1	biological_process
GO:0030511	SMAD4	biological_process
GO:0030511	RNF111	biological_process
GO:0030511	MEN1	biological_process
GO:0030511	HSP90AB1	biological_process
GO:0030512	TGFB1	biological_process
GO:0030512	TGFB1I1	biological_process
GO:0030512	TGFB3	biological_process
GO:0030512	ADAMTSL2	biological_process
GO:0030512	TGFBR1	biological_process
GO:0030512	SLC2A10	biological_process
GO:0030512	ONECUT2	biological_process
GO:0030512	TGFBR2	biological_process
GO:0030512	TGFBR3	biological_process
GO:0030512	SPRY1	biological_process
GO:0030512	BCL9L	biological_process
GO:0030512	SPRY2	biological_process
GO:0030512	ZBTB7A	biological_process
GO:0030512	UBA52	biological_process
GO:0030512	UBB	biological_process
GO:0030512	DAND5	biological_process
GO:0030512	UBC	biological_process
GO:0030512	HTRA1	biological_process
GO:0030512	MTMR4	biological_process
GO:0030512	SPRED2	biological_process
GO:0030512	STUB1	biological_process
GO:0030512	STRAP	biological_process
GO:0030512	SNX6	biological_process
GO:0030512	LEMD3	biological_process
GO:0030512	NKX2-1	biological_process
GO:0030512	ASPN	biological_process
GO:0030512	VASN	biological_process
GO:0030512	WNT1	biological_process
GO:0030512	GLG1	biological_process
GO:0030512	PEG10	biological_process
GO:0030512	PDPK1	biological_process
GO:0030512	WFIKKN1	biological_process
GO:0030512	SNX25	biological_process
GO:0030512	PIN1	biological_process
GO:0030512	EID2	biological_process
GO:0030512	ZNF451	biological_process
GO:0030512	WFIKKN2	biological_process
GO:0030512	VEPH1	biological_process
GO:0030512	CD109	biological_process
GO:0030512	SKOR2	biological_process
GO:0030512	SPINT3	biological_process
GO:0030512	SMURF1	biological_process
GO:0030512	BAMBI	biological_process
GO:0030512	RASL11B	biological_process
GO:0030512	HTRA3	biological_process
GO:0030512	SPRED1	biological_process
GO:0030512	PBLD	biological_process
GO:0030512	CHST11	biological_process
GO:0030512	ADAM17	biological_process
GO:0030512	RPS27A	biological_process
GO:0030512	PPARA	biological_process
GO:0030512	CAV1	biological_process
GO:0030512	CAV2	biological_process
GO:0030512	HTRA4	biological_process
GO:0030512	SKI	biological_process
GO:0030512	SKIL	biological_process
GO:0030512	IL17RD	biological_process
GO:0030512	ONECUT1	biological_process
GO:0030512	HSPA1A	biological_process
GO:0030512	PMEPA1	biological_process
GO:0030512	PRDM16	biological_process
GO:0030512	EMILIN1	biological_process
GO:0030512	HSPA5	biological_process
GO:0030512	SMURF2	biological_process
GO:0030512	SPRED3	biological_process
GO:0030512	LDLRAD4	biological_process
GO:0030512	SIRT1	biological_process
GO:0030512	TP53	biological_process
GO:0030512	PPM1A	biological_process
GO:0030512	SMAD2	biological_process
GO:0030512	SMAD3	biological_process
GO:0030512	DNM2	biological_process
GO:0030512	SMAD6	biological_process
GO:0030512	SMAD7	biological_process
GO:0030512	CIDEA	biological_process
GO:0030513	MSX1	biological_process
GO:0030513	SOX11	biological_process
GO:0030513	GDF5	biological_process
GO:0030513	BMP4	biological_process
GO:0030513	BMPR2	biological_process
GO:0030513	NEO1	biological_process
GO:0030513	UBE2O	biological_process
GO:0030513	PELO	biological_process
GO:0030513	GPC3	biological_process
GO:0030513	FOXD1	biological_process
GO:0030513	SULF1	biological_process
GO:0030513	ZNF423	biological_process
GO:0030513	RBPJ	biological_process
GO:0030513	NUMA1	biological_process
GO:0030513	GATA4	biological_process
GO:0030513	FBXL15	biological_process
GO:0030513	HES1	biological_process
GO:0030513	TWSG1	biological_process
GO:0030513	FKBP8	biological_process
GO:0030513	ACVRL1	biological_process
GO:0030513	GDF2	biological_process
GO:0030513	ENG	biological_process
GO:0030513	HES5	biological_process
GO:0030513	CDH5	biological_process
GO:0030513	NOTCH1	biological_process
GO:0030513	NOTCH2	biological_process
GO:0030513	SMAD2	biological_process
GO:0030513	SMAD4	biological_process
GO:0030513	CRB2	biological_process
GO:0030514	CER1	biological_process
GO:0030514	TRIM33	biological_process
GO:0030514	VWC2	biological_process
GO:0030514	DAND5	biological_process
GO:0030514	SOST	biological_process
GO:0030514	HTRA1	biological_process
GO:0030514	SFRP2	biological_process
GO:0030514	SFRP1	biological_process
GO:0030514	ABL1	biological_process
GO:0030514	NOG	biological_process
GO:0030514	TOB1	biological_process
GO:0030514	FSTL3	biological_process
GO:0030514	CRIM1	biological_process
GO:0030514	LEMD3	biological_process
GO:0030514	CTDSPL2	biological_process
GO:0030514	WNT1	biological_process
GO:0030514	TMPRSS6	biological_process
GO:0030514	WNT5A	biological_process
GO:0030514	LEMD2	biological_process
GO:0030514	RBPMS2	biological_process
GO:0030514	SKOR2	biological_process
GO:0030514	SMURF1	biological_process
GO:0030514	LRP2	biological_process
GO:0030514	HIPK2	biological_process
GO:0030514	CHRD	biological_process
GO:0030514	SKOR1	biological_process
GO:0030514	SOSTDC1	biological_process
GO:0030514	NBL1	biological_process
GO:0030514	VWC2L	biological_process
GO:0030514	CHRDL1	biological_process
GO:0030514	BAMBI	biological_process
GO:0030514	HTRA3	biological_process
GO:0030514	DLX1	biological_process
GO:0030514	TWSG1	biological_process
GO:0030514	GREM1	biological_process
GO:0030514	BMPER	biological_process
GO:0030514	PPARG	biological_process
GO:0030514	SKI	biological_process
GO:0030514	SKIL	biological_process
GO:0030514	GDF3	biological_process
GO:0030514	SMURF2	biological_process
GO:0030514	NOTCH1	biological_process
GO:0030514	PPM1A	biological_process
GO:0030514	SMAD6	biological_process
GO:0030514	SMAD7	biological_process
GO:0030514	SORL1	biological_process
GO:0030516	CTTN	biological_process
GO:0030516	TTL	biological_process
GO:0030516	RAB21	biological_process
GO:0030516	NRCAM	biological_process
GO:0030516	OLFM1	biological_process
GO:0030516	DPYSL2	biological_process
GO:0030516	BARHL2	biological_process
GO:0030516	GSK3B	biological_process
GO:0030516	NKX6-1	biological_process
GO:0030516	SIN3A	biological_process
GO:0030516	DNM2	biological_process
GO:0030516	APOE	biological_process
GO:0030516	ABL1	biological_process
GO:0030517	KIAA0319	biological_process
GO:0030517	CDKL3	biological_process
GO:0030517	TRIM46	biological_process
GO:0030517	MAG	biological_process
GO:0030517	RNF6	biological_process
GO:0030517	MT3	biological_process
GO:0030517	MAP2	biological_process
GO:0030517	ARHGAP4	biological_process
GO:0030517	DIP2B	biological_process
GO:0030517	PTPRS	biological_process
GO:0030517	NTN1	biological_process
GO:0030517	CDK5R1	biological_process
GO:0030517	RTN4	biological_process
GO:0030517	RTN4R	biological_process
GO:0030517	SEMA3G	biological_process
GO:0030517	CDK5	biological_process
GO:0030520	ARID1A	biological_process
GO:0030520	DDX54	biological_process
GO:0030520	DEFA1	biological_process
GO:0030520	DEFA3	biological_process
GO:0030520	DEFA1B	biological_process
GO:0030520	PADI2	biological_process
GO:0030520	TADA3	biological_process
GO:0030520	TRIP4	biological_process
GO:0030520	EGLN2	biological_process
GO:0030520	AR	biological_process
GO:0030520	POU4F2	biological_process
GO:0030520	PPARGC1B	biological_process
GO:0030520	TAF7	biological_process
GO:0030520	ESR1	biological_process
GO:0030520	SAFB	biological_process
GO:0030520	DDX5	biological_process
GO:0030520	ESR2	biological_process
GO:0030520	DDX17	biological_process
GO:0030520	RBFOX2	biological_process
GO:0030520	NCOA4	biological_process
GO:0030521	ARID1A	biological_process
GO:0030521	RNF14	biological_process
GO:0030521	DNAJA1	biological_process
GO:0030521	TMF1	biological_process
GO:0030521	UBE3A	biological_process
GO:0030521	KDM3A	biological_process
GO:0030521	PMEPA1	biological_process
GO:0030521	AR	biological_process
GO:0030521	DAXX	biological_process
GO:0030521	CST11	biological_process
GO:0030521	SCGB2A1	biological_process
GO:0030521	DDX5	biological_process
GO:0030521	NKX3-1	biological_process
GO:0030521	DDX17	biological_process
GO:0030521	SCGB2A2	biological_process
GO:0030521	ZMIZ1	biological_process
GO:0030539	WT1	biological_process
GO:0030539	PDGFRA	biological_process
GO:0030539	SHH	biological_process
GO:0030539	LHCGR	biological_process
GO:0030539	LGR4	biological_process
GO:0030539	HOXD13	biological_process
GO:0030539	HOXA13	biological_process
GO:0030539	FGF8	biological_process
GO:0030539	BMP6	biological_process
GO:0030539	TBX3	biological_process
GO:0030539	ASB1	biological_process
GO:0030539	ROR2	biological_process
GO:0030539	SRD5A1	biological_process
GO:0030539	WNT9B	biological_process
GO:0030539	HSD17B3	biological_process
GO:0030593	PIKFYVE	biological_process
GO:0030593	TGFB2	biological_process
GO:0030593	S100A8	biological_process
GO:0030593	DPEP1	biological_process
GO:0030593	S100A9	biological_process
GO:0030593	S100A12	biological_process
GO:0030593	SAA1	biological_process
GO:0030593	CCL4L1	biological_process
GO:0030593	PDE4B	biological_process
GO:0030593	GBF1	biological_process
GO:0030593	FCER1G	biological_process
GO:0030593	CSF3R	biological_process
GO:0030593	BSG	biological_process
GO:0030593	CXCL10	biological_process
GO:0030593	PIK3CD	biological_process
GO:0030593	PIK3CG	biological_process
GO:0030593	CXCL9	biological_process
GO:0030593	XCL2	biological_process
GO:0030593	SYK	biological_process
GO:0030593	CXCL13	biological_process
GO:0030593	PLA2G1B	biological_process
GO:0030593	SRP54	biological_process
GO:0030593	CCL1	biological_process
GO:0030593	CCL2	biological_process
GO:0030593	PF4	biological_process
GO:0030593	PF4V1	biological_process
GO:0030593	CCL3	biological_process
GO:0030593	CCL3L1	biological_process
GO:0030593	CCL4	biological_process
GO:0030593	CCL5	biological_process
GO:0030593	CCL7	biological_process
GO:0030593	VAV3	biological_process
GO:0030593	CCL8	biological_process
GO:0030593	CCL11	biological_process
GO:0030593	CCL13	biological_process
GO:0030593	CCL14	biological_process
GO:0030593	ITGA1	biological_process
GO:0030593	CCL15	biological_process
GO:0030593	C5AR1	biological_process
GO:0030593	CCL16	biological_process
GO:0030593	CCL17	biological_process
GO:0030593	CCL18	biological_process
GO:0030593	CCL19	biological_process
GO:0030593	CCL20	biological_process
GO:0030593	CCL21	biological_process
GO:0030593	PPBP	biological_process
GO:0030593	CCL22	biological_process
GO:0030593	CCL23	biological_process
GO:0030593	PIP5K1C	biological_process
GO:0030593	CCL25	biological_process
GO:0030593	PPIA	biological_process
GO:0030593	CXCL1	biological_process
GO:0030593	CXCL2	biological_process
GO:0030593	CXCL3	biological_process
GO:0030593	ITGB2	biological_process
GO:0030593	PPIB	biological_process
GO:0030593	CXCL6	biological_process
GO:0030593	CXCL11	biological_process
GO:0030593	CCL3L3	biological_process
GO:0030593	CXCL5	biological_process
GO:0030593	XCL1	biological_process
GO:0030593	CX3CL1	biological_process
GO:0030593	PREX1	biological_process
GO:0030593	EDN2	biological_process
GO:0030593	EDN3	biological_process
GO:0030593	VAV1	biological_process
GO:0030593	LGALS3	biological_process
GO:0030593	CXADR	biological_process
GO:0030593	CKLF	biological_process
GO:0030593	CXCR1	biological_process
GO:0030593	CXCR2	biological_process
GO:0030593	NCKAP1L	biological_process
GO:0030833	FCHSD2	biological_process
GO:0030833	LATS1	biological_process
GO:0030833	ARHGAP40	biological_process
GO:0030833	RASA1	biological_process
GO:0030833	PPP1R9A	biological_process
GO:0030833	DBNL	biological_process
GO:0030833	PAK3	biological_process
GO:0030833	ESAM	biological_process
GO:0030833	ARHGAP28	biological_process
GO:0030833	ELN	biological_process
GO:0030833	HAX1	biological_process
GO:0030833	PLEKHG2	biological_process
GO:0030833	DBN1	biological_process
GO:0030833	ARHGAP18	biological_process
GO:0030833	PFN1	biological_process
GO:0030833	CTTN	biological_process
GO:0030833	PFN2	biological_process
GO:0030833	GBA2	biological_process
GO:0030833	PREX1	biological_process
GO:0030833	COTL1	biological_process
GO:0030833	PFN3	biological_process
GO:0030833	HCLS1	biological_process
GO:0030833	CYFIP2	biological_process
GO:0030833	FCHSD1	biological_process
GO:0030837	PFN1	biological_process
GO:0030837	PFN2	biological_process
GO:0030837	HIP1R	biological_process
GO:0030837	MKKS	biological_process
GO:0030837	SSH1	biological_process
GO:0030837	ARFGEF1	biological_process
GO:0030837	KANK4	biological_process
GO:0030837	SLIT2	biological_process
GO:0030837	PRKCD	biological_process
GO:0030837	FHOD3	biological_process
GO:0030837	MYADM	biological_process
GO:0030837	TWF2	biological_process
GO:0030837	SSH3	biological_process
GO:0030837	KANK1	biological_process
GO:0030837	KANK3	biological_process
GO:0030837	SSH2	biological_process
GO:0030837	TWF1	biological_process
GO:0030838	NPHS1	biological_process
GO:0030838	PTK2B	biological_process
GO:0030838	EVL	biological_process
GO:0030838	FCHSD2	biological_process
GO:0030838	BIN1	biological_process
GO:0030838	CDC42EP4	biological_process
GO:0030838	CSF3	biological_process
GO:0030838	MYO1C	biological_process
GO:0030838	NCKAP1	biological_process
GO:0030838	BAIAP2L1	biological_process
GO:0030838	MTOR	biological_process
GO:0030838	PYCARD	biological_process
GO:0030838	ICAM1	biological_process
GO:0030838	BAG4	biological_process
GO:0030838	FER	biological_process
GO:0030838	TENM1	biological_process
GO:0030838	CDC42EP2	biological_process
GO:0030838	GRB2	biological_process
GO:0030838	LMOD1	biological_process
GO:0030838	DLG1	biological_process
GO:0030838	CDC42EP5	biological_process
GO:0030838	PRKCE	biological_process
GO:0030838	RICTOR	biological_process
GO:0030838	NCK1	biological_process
GO:0030838	CCR7	biological_process
GO:0030838	CCL11	biological_process
GO:0030838	BAIAP2	biological_process
GO:0030838	NCKAP1L	biological_process
GO:0030838	CCL21	biological_process
GO:0030838	PFN1	biological_process
GO:0030838	CTTN	biological_process
GO:0030838	PFN2	biological_process
GO:0030838	LMOD2	biological_process
GO:0030838	NCK2	biological_process
GO:0030838	SNX9	biological_process
GO:0030838	CDC42EP3	biological_process
GO:0030838	HCK	biological_process
GO:0030838	VASP	biological_process
GO:0030838	BAIAP2L2	biological_process
GO:0030838	ALOX15	biological_process
GO:0030838	FCHSD1	biological_process
GO:0030838	ARF6	biological_process
GO:0030838	CDC42EP1	biological_process
GO:0030865	EPB41L3	biological_process
GO:0030865	RHOD	biological_process
GO:0030865	RHOA	biological_process
GO:0030865	RHOB	biological_process
GO:0030865	RHOC	biological_process
GO:0030865	RND3	biological_process
GO:0030865	RHOG	biological_process
GO:0030865	WDR1	biological_process
GO:0030865	PPP2R3C	biological_process
GO:0030865	RHOF	biological_process
GO:0030865	RHOH	biological_process
GO:0030865	RHOBTB3	biological_process
GO:0030865	RHOBTB2	biological_process
GO:0030865	RAC3	biological_process
GO:0030865	RAC1	biological_process
GO:0030865	RAC2	biological_process
GO:0030865	RND1	biological_process
GO:0030865	RND2	biological_process
GO:0030865	RHOBTB1	biological_process
GO:0030878	FOXE1	biological_process
GO:0030878	HOXA3	biological_process
GO:0030878	HOXA5	biological_process
GO:0030878	RAF1	biological_process
GO:0030878	HOXB3	biological_process
GO:0030878	THRA	biological_process
GO:0030878	HOXD3	biological_process
GO:0030878	NKX2-1	biological_process
GO:0030878	PAX8	biological_process
GO:0030878	SRF	biological_process
GO:0030878	SHH	biological_process
GO:0030878	NKX2-5	biological_process
GO:0030878	FGF8	biological_process
GO:0030878	FGF10	biological_process
GO:0030878	MAPK1	biological_process
GO:0030878	MAPK3	biological_process
GO:0030878	SIX1	biological_process
GO:0030878	MAP2K1	biological_process
GO:0030878	TBX1	biological_process
GO:0030878	HESX1	biological_process
GO:0030878	SMAD3	biological_process
GO:0030878	TG	biological_process
GO:0030879	TGFB3	biological_process
GO:0030879	HOXA9	biological_process
GO:0030879	SOX9	biological_process
GO:0030879	ARHGAP5	biological_process
GO:0030879	NRG1	biological_process
GO:0030879	TBX3	biological_process
GO:0030879	FASN	biological_process
GO:0030879	HOXB9	biological_process
GO:0030879	PYGO2	biological_process
GO:0030879	BCL2L11	biological_process
GO:0030879	HOXD9	biological_process
GO:0030879	GLI2	biological_process
GO:0030879	WNT3A	biological_process
GO:0030879	IRS2	biological_process
GO:0030879	TDGF1	biological_process
GO:0030879	CAV1	biological_process
GO:0030879	ITGA2	biological_process
GO:0030879	ARHGAP35	biological_process
GO:0030879	LEF1	biological_process
GO:0030879	PRL	biological_process
GO:0030879	NOTCH4	biological_process
GO:0030889	BLK	biological_process
GO:0030889	IL10	biological_process
GO:0030889	LYN	biological_process
GO:0030889	CASP3	biological_process
GO:0030889	FCGR2B	biological_process
GO:0030889	TNFRSF13B	biological_process
GO:0030889	TYROBP	biological_process
GO:0030889	TNFRSF21	biological_process
GO:0030889	MNDA	biological_process
GO:0030889	PKN1	biological_process
GO:0030889	PAWR	biological_process
GO:0030889	RC3H1	biological_process
GO:0030889	CD300A	biological_process
GO:0030889	CTLA4	biological_process
GO:0030889	INPP5D	biological_process
GO:0030889	BTK	biological_process
GO:0030889	ATM	biological_process
GO:0030890	CDKN1A	biological_process
GO:0030890	IL13	biological_process
GO:0030890	FCRL3	biological_process
GO:0030890	PTPRC	biological_process
GO:0030890	NFATC2	biological_process
GO:0030890	SASH3	biological_process
GO:0030890	BST1	biological_process
GO:0030890	TNFSF13B	biological_process
GO:0030890	TIRAP	biological_process
GO:0030890	WNT3A	biological_process
GO:0030890	TICAM1	biological_process
GO:0030890	CD38	biological_process
GO:0030890	MIF	biological_process
GO:0030890	TLR4	biological_process
GO:0030890	IL21	biological_process
GO:0030890	CD40	biological_process
GO:0030890	TNFRSF13C	biological_process
GO:0030890	PELI1	biological_process
GO:0030890	CD74	biological_process
GO:0030890	TFRC	biological_process
GO:0030890	CD81	biological_process
GO:0030890	CARD11	biological_process
GO:0030890	VAV3	biological_process
GO:0030890	BCL2	biological_process
