GO-LABEL	PROTEIN	GO-LABEL-TYPE
GO:0005525	ARL11	molecular_function
GO:0005525	RAB8B	molecular_function
GO:0005525	RIT2	molecular_function
GO:0005525	RNF112	molecular_function
GO:0005525	GPN1	molecular_function
GO:0005525	RAB22A	molecular_function
GO:0005525	LRRK2	molecular_function
GO:0005525	INSR	molecular_function
GO:0005525	ACSM1	molecular_function
GO:0005525	RAB11A	molecular_function
GO:0005525	BMS1	molecular_function
GO:0005525	RIT1	molecular_function
GO:0005525	GBP1	molecular_function
GO:0005525	TUBA3E	molecular_function
GO:0005525	GBP2	molecular_function
GO:0005525	GBP3	molecular_function
GO:0005525	DNAJC27	molecular_function
GO:0005525	SRP54	molecular_function
GO:0005525	RAB42	molecular_function
GO:0005525	GIMAP1	molecular_function
GO:0005525	DAPK1	molecular_function
GO:0005525	GCH1	molecular_function
GO:0005525	RRAGB	molecular_function
GO:0005525	RASL12	molecular_function
GO:0005525	TUBB2B	molecular_function
GO:0005525	FPGT	molecular_function
GO:0005525	GIMAP7	molecular_function
GO:0005525	NMUR2	molecular_function
GO:0005525	RRAD	molecular_function
GO:0005525	RRAS	molecular_function
GO:0005525	OLA1	molecular_function
GO:0005525	ARFIP2	molecular_function
GO:0005525	TUBA8	molecular_function
GO:0005525	SUCLG2	molecular_function
GO:0005525	RTKN	molecular_function
GO:0005525	RABL3	molecular_function
GO:0005525	LANCL2	molecular_function
GO:0005525	TUBA4A	molecular_function
GO:0005525	TUBA3C	molecular_function
GO:0005525	SRPRB	molecular_function
GO:0005525	TUBB2A	molecular_function
GO:0005525	RHOU	molecular_function
GO:0005525	GEM	molecular_function
GO:0005525	TUBG1	molecular_function
GO:0005525	RAB6C	molecular_function
GO:0005525	TUFM	molecular_function
GO:0005525	RAB3C	molecular_function
GO:0005525	ARL5A	molecular_function
GO:0005525	AK3	molecular_function
GO:0005525	RRAGC	molecular_function
GO:0005525	RAB8A	molecular_function
GO:0005525	EHD4	molecular_function
GO:0005525	EHD3	molecular_function
GO:0005525	EHD2	molecular_function
GO:0005525	EFTUD2	molecular_function
GO:0005525	DRG1	molecular_function
GO:0005525	RAB38	molecular_function
GO:0005525	TUBB1	molecular_function
GO:0005525	ARL6	molecular_function
GO:0005525	ARL5C	molecular_function
GO:0005525	TUBA1B	molecular_function
GO:0005525	TUBB6	molecular_function
GO:0005525	RAB10	molecular_function
GO:0005525	DAP3	molecular_function
GO:0005525	TUBB3	molecular_function
GO:0005525	TUBB4A	molecular_function
GO:0005525	TUBB4B	molecular_function
GO:0005525	GUF1	molecular_function
GO:0005525	RAB33A	molecular_function
GO:0005525	RAB28	molecular_function
GO:0005525	RAB9A	molecular_function
GO:0005525	RHOT1	molecular_function
GO:0005525	RND1	molecular_function
GO:0005525	TGM2	molecular_function
GO:0005525	GSPT2	molecular_function
GO:0005525	RAB4B	molecular_function
GO:0005525	RAB24	molecular_function
GO:0005525	RHOBTB1	molecular_function
GO:0005525	RRAGD	molecular_function
GO:0005525	GBP4	molecular_function
GO:0005525	GBP5	molecular_function
GO:0005525	CIITA	molecular_function
GO:0005525	TUBA1A	molecular_function
GO:0005525	RHOV	molecular_function
GO:0005525	ERAL1	molecular_function
GO:0005525	RAB43	molecular_function
GO:0005525	RAB30	molecular_function
GO:0005525	RHOBTB2	molecular_function
GO:0005525	RAB40AL	molecular_function
GO:0005525	GLUD1	molecular_function
GO:0005525	GLUD2	molecular_function
GO:0005525	EIF2B2	molecular_function
GO:0005525	EHD1	molecular_function
GO:0005525	ARL13B	molecular_function
GO:0005525	THG1L	molecular_function
GO:0005525	HRAS	molecular_function
GO:0005525	ERAS	molecular_function
GO:0005525	GNL2	molecular_function
GO:0005525	RAB7A	molecular_function
GO:0005525	MFN2	molecular_function
GO:0005525	SRL	molecular_function
GO:0005525	PIP4K2B	molecular_function
GO:0005525	AK4	molecular_function
GO:0005525	ACSM5	molecular_function
GO:0005525	GNA11	molecular_function
GO:0005525	GNA12	molecular_function
GO:0005525	GNA15	molecular_function
GO:0005525	GNAI1	molecular_function
GO:0005525	GNAI2	molecular_function
GO:0005525	IFI44L	molecular_function
GO:0005525	GNAI3	molecular_function
GO:0005525	GNAL	molecular_function
GO:0005525	GNAO1	molecular_function
GO:0005525	GNAQ	molecular_function
GO:0005525	RAB40B	molecular_function
GO:0005525	GNAS	molecular_function
GO:0005525	GNAT1	molecular_function
GO:0005525	GNAT2	molecular_function
GO:0005525	GNAZ	molecular_function
GO:0005525	NME1	molecular_function
GO:0005525	RAB39B	molecular_function
GO:0005525	DNM1	molecular_function
GO:0005525	ATL2	molecular_function
GO:0005525	GTPBP3	molecular_function
GO:0005525	RASD2	molecular_function
GO:0005525	GMPPB	molecular_function
GO:0005525	RAB32	molecular_function
GO:0005525	RAB1A	molecular_function
GO:0005525	GIMAP6	molecular_function
GO:0005525	RAB2A	molecular_function
GO:0005525	RAB3A	molecular_function
GO:0005525	GNL1	molecular_function
GO:0005525	RAB3B	molecular_function
GO:0005525	RHOF	molecular_function
GO:0005525	RAB26	molecular_function
GO:0005525	RAB4A	molecular_function
GO:0005525	RAB5A	molecular_function
GO:0005525	MOCS1	molecular_function
GO:0005525	RAB5B	molecular_function
GO:0005525	RAB6A	molecular_function
GO:0005525	RAB13	molecular_function
GO:0005525	ARL14	molecular_function
GO:0005525	RAB27A	molecular_function
GO:0005525	RAB27B	molecular_function
GO:0005525	GNL3	molecular_function
GO:0005525	RAB5C	molecular_function
GO:0005525	AGAP2	molecular_function
GO:0005525	AGAP1	molecular_function
GO:0005525	AGAP3	molecular_function
GO:0005525	RAC1	molecular_function
GO:0005525	HSP90AB1	molecular_function
GO:0005525	RAC2	molecular_function
GO:0005525	DNM2	molecular_function
GO:0005525	RAC3	molecular_function
GO:0005525	ARL4A	molecular_function
GO:0005525	RAB12	molecular_function
GO:0005525	KRAS	molecular_function
GO:0005525	EEFSEC	molecular_function
GO:0005525	RALA	molecular_function
GO:0005525	RALB	molecular_function
GO:0005525	IFT27	molecular_function
GO:0005525	RAB35	molecular_function
GO:0005525	RAN	molecular_function
GO:0005525	RRAS2	molecular_function
GO:0005525	NPR1	molecular_function
GO:0005525	NPR2	molecular_function
GO:0005525	RAP1A	molecular_function
GO:0005525	RAP1B	molecular_function
GO:0005525	RAB31	molecular_function
GO:0005525	MRAS	molecular_function
GO:0005525	GNL3L	molecular_function
GO:0005525	REM1	molecular_function
GO:0005525	RAP2A	molecular_function
GO:0005525	RAP2B	molecular_function
GO:0005525	RAB25	molecular_function
GO:0005525	DRG2	molecular_function
GO:0005525	ARL16	molecular_function
GO:0005525	RHOD	molecular_function
GO:0005525	RAB17	molecular_function
GO:0005525	NRAS	molecular_function
GO:0005525	NUDT16	molecular_function
GO:0005525	DIRAS1	molecular_function
GO:0005525	SCG5	molecular_function
GO:0005525	ARHGEF5	molecular_function
GO:0005525	NOA1	molecular_function
GO:0005525	TUBA3D	molecular_function
GO:0005525	RHOBTB3	molecular_function
GO:0005525	ANXA6	molecular_function
GO:0005525	TUBA1C	molecular_function
GO:0005525	TUBB	molecular_function
GO:0005525	ARL13A	molecular_function
GO:0005525	NUDT2	molecular_function
GO:0005525	ATL3	molecular_function
GO:0005525	RAB3D	molecular_function
GO:0005525	DNM1L	molecular_function
GO:0005525	UPRT	molecular_function
GO:0005525	ARL9	molecular_function
GO:0005525	SAMHD1	molecular_function
GO:0005525	ARL8A	molecular_function
GO:0005525	RHOT2	molecular_function
GO:0005525	LRRK1	molecular_function
GO:0005525	IRGQ	molecular_function
GO:0005525	RAB40A	molecular_function
GO:0005525	ARHGAP35	molecular_function
GO:0005525	ARL15	molecular_function
GO:0005525	RAB20	molecular_function
GO:0005525	RAB14	molecular_function
GO:0005525	GTPBP1	molecular_function
GO:0005525	NKIRAS2	molecular_function
GO:0005525	NKIRAS1	molecular_function
GO:0005525	RAB6B	molecular_function
GO:0005525	SAR1A	molecular_function
GO:0005525	GTPBP10	molecular_function
GO:0005525	RAB44	molecular_function
GO:0005525	OPA1	molecular_function
GO:0005525	URGCP	molecular_function
GO:0005525	GFM2	molecular_function
GO:0005525	MFN1	molecular_function
GO:0005525	TRIM23	molecular_function
GO:0005525	ARF1	molecular_function
GO:0005525	DIRAS3	molecular_function
GO:0005525	ARF3	molecular_function
GO:0005525	ARF4	molecular_function
GO:0005525	ARL4D	molecular_function
GO:0005525	ATL1	molecular_function
GO:0005525	ARF5	molecular_function
GO:0005525	ARF6	molecular_function
GO:0005525	RAB41	molecular_function
GO:0005525	GSPT1	molecular_function
GO:0005525	RHEB	molecular_function
GO:0005525	EEF1A1	molecular_function
GO:0005525	RHOA	molecular_function
GO:0005525	RHOB	molecular_function
GO:0005525	RHOC	molecular_function
GO:0005525	RND3	molecular_function
GO:0005525	RHOG	molecular_function
GO:0005525	RABL6	molecular_function
GO:0005525	RASL10A	molecular_function
GO:0005525	ARHGAP5	molecular_function
GO:0005525	RANBP17	molecular_function
GO:0005525	RAB36	molecular_function
GO:0005525	RHOQ	molecular_function
GO:0005525	ARL4C	molecular_function
GO:0005525	RHOH	molecular_function
GO:0005525	ARL1	molecular_function
GO:0005525	SEPHS1	molecular_function
GO:0005525	ARL2	molecular_function
GO:0005525	ARL3	molecular_function
GO:0005525	RAB18	molecular_function
GO:0005525	GTPBP2	molecular_function
GO:0005525	EEF2	molecular_function
GO:0005525	RABL2B	molecular_function
GO:0005525	RABL2A	molecular_function
GO:0005525	ARL5B	molecular_function
GO:0005525	GTPBP8	molecular_function
GO:0005525	ARFRP1	molecular_function
GO:0005525	GNA14	molecular_function
GO:0005525	GIMAP8	molecular_function
GO:0005525	ARL10	molecular_function
GO:0005525	RAB34	molecular_function
GO:0005525	GUCY1A2	molecular_function
GO:0005525	ARL8B	molecular_function
GO:0005525	TSR1	molecular_function
GO:0005525	RASL11A	molecular_function
GO:0005525	GUCY2C	molecular_function
GO:0005525	GUCY2F	molecular_function
GO:0005525	RERGL	molecular_function
GO:0005525	EEF1A2	molecular_function
GO:0005525	RRAGA	molecular_function
GO:0005525	MTIF2	molecular_function
GO:0005525	GNA13	molecular_function
GO:0005525	EIF2S3	molecular_function
GO:0005525	GPN2	molecular_function
GO:0005525	RHEBL1	molecular_function
GO:0005525	HHAT	molecular_function
GO:0005525	GUCY2D	molecular_function
GO:0005525	SAR1B	molecular_function
GO:0005525	EIF5	molecular_function
GO:0005525	GNAT3	molecular_function
GO:0005525	DNM3	molecular_function
GO:0005525	EIF5B	molecular_function
GO:0005525	RAB2B	molecular_function
GO:0005525	RASD1	molecular_function
GO:0005525	RAB40C	molecular_function
GO:0005525	RAB15	molecular_function
GO:0005525	RASL11B	molecular_function
GO:0005525	RASEF	molecular_function
GO:0005525	RAB39A	molecular_function
GO:0005525	RAB1B	molecular_function
GO:0005525	RP2	molecular_function
GO:0005525	RASL10B	molecular_function
GO:0005525	RND2	molecular_function
GO:0005525	RAB37	molecular_function
GO:0005525	RAP2C	molecular_function
GO:0005525	RAB21	molecular_function
GO:0005525	ARL17B	molecular_function
GO:0005525	GFM1	molecular_function
GO:0005525	REM2	molecular_function
GO:0005525	MMAA	molecular_function
GO:0005525	CDC42	molecular_function
GO:0005525	TUBD1	molecular_function
GO:0005525	TUBE1	molecular_function
GO:0005525	GPN3	molecular_function
GO:0005525	DIRAS2	molecular_function
GO:0005525	PCK1	molecular_function
GO:0005525	PCK2	molecular_function
GO:0005525	MAB21L1	molecular_function
GO:0005525	TUBAL3	molecular_function
GO:0005525	MX1	molecular_function
GO:0005525	MX2	molecular_function
GO:0005525	RAB33B	molecular_function
GO:0005525	NIN	molecular_function
GO:0005545	SNAP91	molecular_function
GO:0005545	SCIN	molecular_function
GO:0005545	SNX9	molecular_function
GO:0005545	ZFYVE16	molecular_function
GO:0005545	ZFYVE1	molecular_function
GO:0005545	PICALM	molecular_function
GO:0005545	EPB41	molecular_function
GO:0005545	SCARB1	molecular_function
GO:0005545	WDFY1	molecular_function
GO:0005545	WDFY3	molecular_function
GO:0005545	FRMPD2	molecular_function
GO:0005545	EEA1	molecular_function
GO:0005545	ZFYVE9	molecular_function
GO:0005545	SNX10	molecular_function
GO:0008009	CCL4L1	molecular_function
GO:0008009	CCL28	molecular_function
GO:0008009	CXCL10	molecular_function
GO:0008009	CXCL9	molecular_function
GO:0008009	XCL2	molecular_function
GO:0008009	CXCL13	molecular_function
GO:0008009	CCL1	molecular_function
GO:0008009	CXCL14	molecular_function
GO:0008009	CCL2	molecular_function
GO:0008009	PF4	molecular_function
GO:0008009	PF4V1	molecular_function
GO:0008009	CXCL16	molecular_function
GO:0008009	CCL3	molecular_function
GO:0008009	CCL3L1	molecular_function
GO:0008009	CCL4	molecular_function
GO:0008009	CCL5	molecular_function
GO:0008009	CCL7	molecular_function
GO:0008009	CCL8	molecular_function
GO:0008009	CCL11	molecular_function
GO:0008009	CCL13	molecular_function
GO:0008009	CCL14	molecular_function
GO:0008009	C5	molecular_function
GO:0008009	CCL15	molecular_function
GO:0008009	CCL16	molecular_function
GO:0008009	CCL17	molecular_function
GO:0008009	CCL18	molecular_function
GO:0008009	CCL19	molecular_function
GO:0008009	CCL20	molecular_function
GO:0008009	CCL21	molecular_function
GO:0008009	CCL22	molecular_function
GO:0008009	CCL27	molecular_function
GO:0008009	CCL23	molecular_function
GO:0008009	PPBP	molecular_function
GO:0008009	CCL25	molecular_function
GO:0008009	CXCL6	molecular_function
GO:0008009	CXCL11	molecular_function
GO:0008009	CXCL5	molecular_function
GO:0008009	CXCL1	molecular_function
GO:0008009	CXCL2	molecular_function
GO:0008009	CXCL3	molecular_function
GO:0008009	XCL1	molecular_function
GO:0008009	CX3CL1	molecular_function
GO:0008009	CCL3L3	molecular_function
GO:0008009	CXCL12	molecular_function
GO:0008009	CKLF	molecular_function
GO:0008017	CCDC69	molecular_function
GO:0008017	VAPB	molecular_function
GO:0008017	VAPA	molecular_function
GO:0008017	NUSAP1	molecular_function
GO:0008017	KIF21B	molecular_function
GO:0008017	KIF18A	molecular_function
GO:0008017	MAP9	molecular_function
GO:0008017	HAUS6	molecular_function
GO:0008017	KATNAL2	molecular_function
GO:0008017	SNPH	molecular_function
GO:0008017	SPAST	molecular_function
GO:0008017	REEP1	molecular_function
GO:0008017	MAP1A	molecular_function
GO:0008017	KIF1A	molecular_function
GO:0008017	MAP1B	molecular_function
GO:0008017	GAPDH	molecular_function
GO:0008017	CENPE	molecular_function
GO:0008017	CENPF	molecular_function
GO:0008017	MAP2	molecular_function
GO:0008017	MAP4	molecular_function
GO:0008017	MAP6	molecular_function
GO:0008017	MAPT	molecular_function
GO:0008017	RPS3	molecular_function
GO:0008017	CETN2	molecular_function
GO:0008017	CETN3	molecular_function
GO:0008017	KIF26A	molecular_function
GO:0008017	STRBP	molecular_function
GO:0008017	NEIL2	molecular_function
GO:0008017	GJB6	molecular_function
GO:0008017	KIF1B	molecular_function
GO:0008017	APC2	molecular_function
GO:0008017	EML6	molecular_function
GO:0008017	MDM1	molecular_function
GO:0008017	DLGAP5	molecular_function
GO:0008017	GAS2	molecular_function
GO:0008017	KATNB1	molecular_function
GO:0008017	GAS8	molecular_function
GO:0008017	RAB11A	molecular_function
GO:0008017	DPYSL5	molecular_function
GO:0008017	CKAP5	molecular_function
GO:0008017	LRRK2	molecular_function
GO:0008017	KIF12	molecular_function
GO:0008017	GABARAP	molecular_function
GO:0008017	KIF4A	molecular_function
GO:0008017	PEX14	molecular_function
GO:0008017	ZNF207	molecular_function
GO:0008017	EML2	molecular_function
GO:0008017	MAP1LC3A	molecular_function
GO:0008017	SKA2	molecular_function
GO:0008017	GABARAPL2	molecular_function
GO:0008017	CLASP2	molecular_function
GO:0008017	KATNAL1	molecular_function
GO:0008017	FTCD	molecular_function
GO:0008017	SPAG8	molecular_function
GO:0008017	CCDC88B	molecular_function
GO:0008017	MAST2	molecular_function
GO:0008017	DCTN1	molecular_function
GO:0008017	JAKMIP2	molecular_function
GO:0008017	DCX	molecular_function
GO:0008017	CLIP1	molecular_function
GO:0008017	TUBGCP5	molecular_function
GO:0008017	REEP2	molecular_function
GO:0008017	KIF24	molecular_function
GO:0008017	RCC2	molecular_function
GO:0008017	NME8	molecular_function
GO:0008017	DRG1	molecular_function
GO:0008017	CEP350	molecular_function
GO:0008017	NEFM	molecular_function
GO:0008017	S100A8	molecular_function
GO:0008017	NEFH	molecular_function
GO:0008017	S100A9	molecular_function
GO:0008017	HAUS8	molecular_function
GO:0008017	KIF9	molecular_function
GO:0008017	CCDC66	molecular_function
GO:0008017	DST	molecular_function
GO:0008017	KIF3B	molecular_function
GO:0008017	NDRG1	molecular_function
GO:0008017	NDEL1	molecular_function
GO:0008017	EML5	molecular_function
GO:0008017	ALMS1	molecular_function
GO:0008017	KIF15	molecular_function
GO:0008017	HOOK1	molecular_function
GO:0008017	KIF2B	molecular_function
GO:0008017	MTUS1	molecular_function
GO:0008017	FMN1	molecular_function
GO:0008017	FAM161A	molecular_function
GO:0008017	MAP1LC3B2	molecular_function
GO:0008017	GLI1	molecular_function
GO:0008017	STARD9	molecular_function
GO:0008017	SUN2	molecular_function
GO:0008017	MID1	molecular_function
GO:0008017	KIF19	molecular_function
GO:0008017	FES	molecular_function
GO:0008017	NAV3	molecular_function
GO:0008017	KIF14	molecular_function
GO:0008017	FAM83D	molecular_function
GO:0008017	CRIPT	molecular_function
GO:0008017	FGF13	molecular_function
GO:0008017	KIF2A	molecular_function
GO:0008017	KIF3C	molecular_function
GO:0008017	KIF5A	molecular_function
GO:0008017	KIF5B	molecular_function
GO:0008017	KIF5C	molecular_function
GO:0008017	KIFC3	molecular_function
GO:0008017	UXT	molecular_function
GO:0008017	HOOK2	molecular_function
GO:0008017	JAKMIP1	molecular_function
GO:0008017	MAP6D1	molecular_function
GO:0008017	DNM1	molecular_function
GO:0008017	MAP1LC3B	molecular_function
GO:0008017	CAMSAP1	molecular_function
GO:0008017	PLK1	molecular_function
GO:0008017	MAPRE2	molecular_function
GO:0008017	MAP4K4	molecular_function
GO:0008017	KIF17	molecular_function
GO:0008017	GOLGA2	molecular_function
GO:0008017	CNN3	molecular_function
GO:0008017	MTUS2	molecular_function
GO:0008017	DYNC1I1	molecular_function
GO:0008017	PSRC1	molecular_function
GO:0008017	SPATA4	molecular_function
GO:0008017	KLC3	molecular_function
GO:0008017	KIF11	molecular_function
GO:0008017	KIFC1	molecular_function
GO:0008017	DNM2	molecular_function
GO:0008017	KIF25	molecular_function
GO:0008017	KIF22	molecular_function
GO:0008017	KIF2C	molecular_function
GO:0008017	CCDC170	molecular_function
GO:0008017	EZR	molecular_function
GO:0008017	KIF13B	molecular_function
GO:0008017	DPYSL2	molecular_function
GO:0008017	KIF6	molecular_function
GO:0008017	SPEF1	molecular_function
GO:0008017	KIF23	molecular_function
GO:0008017	SGIP1	molecular_function
GO:0008017	FMR1	molecular_function
GO:0008017	HDAC6	molecular_function
GO:0008017	KIF27	molecular_function
GO:0008017	RAE1	molecular_function
GO:0008017	MAP7D3	molecular_function
GO:0008017	BCL2L11	molecular_function
GO:0008017	FNTA	molecular_function
GO:0008017	MID2	molecular_function
GO:0008017	CLIP2	molecular_function
GO:0008017	CLASP1	molecular_function
GO:0008017	GAS2L3	molecular_function
GO:0008017	KIF26B	molecular_function
GO:0008017	EML4	molecular_function
GO:0008017	POLB	molecular_function
GO:0008017	KIF21A	molecular_function
GO:0008017	GTSE1	molecular_function
GO:0008017	CAPN6	molecular_function
GO:0008017	NUMA1	molecular_function
GO:0008017	KIF16B	molecular_function
GO:0008017	KIF1C	molecular_function
GO:0008017	APC	molecular_function
GO:0008017	TPPP	molecular_function
GO:0008017	TRIM54	molecular_function
GO:0008017	TPGS1	molecular_function
GO:0008017	DNM1L	molecular_function
GO:0008017	BIRC5	molecular_function
GO:0008017	FSD1	molecular_function
GO:0008017	C10orf90	molecular_function
GO:0008017	SYBU	molecular_function
GO:0008017	PRC1	molecular_function
GO:0008017	KATNA1	molecular_function
GO:0008017	TERF1	molecular_function
GO:0008017	NDE1	molecular_function
GO:0008017	OGG1	molecular_function
GO:0008017	REEP3	molecular_function
GO:0008017	EML3	molecular_function
GO:0008017	KIFC2	molecular_function
GO:0008017	OPA1	molecular_function
GO:0008017	KIF20B	molecular_function
GO:0008017	SPAG5	molecular_function
GO:0008017	KIF3A	molecular_function
GO:0008017	KRIT1	molecular_function
GO:0008017	KIF7	molecular_function
GO:0008017	KIF20A	molecular_function
GO:0008017	CCDC88C	molecular_function
GO:0008017	CRYAB	molecular_function
GO:0008017	TUBGCP6	molecular_function
GO:0008017	GAS2L1	molecular_function
GO:0008017	RGS14	molecular_function
GO:0008017	MAPRE3	molecular_function
GO:0008017	CLIP3	molecular_function
GO:0008017	LRPPRC	molecular_function
GO:0008017	ARL3	molecular_function
GO:0008017	CCDC88A	molecular_function
GO:0008017	KATNBL1	molecular_function
GO:0008017	HOOK3	molecular_function
GO:0008017	PPP5C	molecular_function
GO:0008017	MAP1S	molecular_function
GO:0008017	TIAM1	molecular_function
GO:0008017	GAS2L2	molecular_function
GO:0008017	MAP1LC3C	molecular_function
GO:0008017	LZTS1	molecular_function
GO:0008017	SBDS	molecular_function
GO:0008017	CEP44	molecular_function
GO:0008017	PAFAH1B1	molecular_function
GO:0008017	MARK4	molecular_function
GO:0008017	TPX2	molecular_function
GO:0008017	VPS41	molecular_function
GO:0008017	DNM3	molecular_function
GO:0008017	MAST1	molecular_function
GO:0008017	RACGAP1	molecular_function
GO:0008017	CDK5RAP2	molecular_function
GO:0008017	KIF4B	molecular_function
GO:0008017	TRPV4	molecular_function
GO:0008017	RP1	molecular_function
GO:0008017	FHDC1	molecular_function
GO:0008017	EML1	molecular_function
GO:0008017	REEP4	molecular_function
GO:0008017	TRAF3IP1	molecular_function
GO:0008017	ARHGEF2	molecular_function
GO:0008017	KIF18B	molecular_function
GO:0008017	KIF13A	molecular_function
GO:0008017	CEP57	molecular_function
GO:0008017	SKA1	molecular_function
GO:0008017	PRNP	molecular_function
GO:0008017	MX1	molecular_function
GO:0008017	MX2	molecular_function
GO:0008017	CHP1	molecular_function
GO:0008017	CEP57L1	molecular_function
GO:0008028	SLC16A6	molecular_function
GO:0008028	SLC16A5	molecular_function
GO:0008028	SLC16A4	molecular_function
GO:0008028	SLC16A3	molecular_function
GO:0008028	SLC16A9	molecular_function
GO:0008028	SLC16A1	molecular_function
GO:0008028	SLC16A2	molecular_function
GO:0008028	SLC6A11	molecular_function
GO:0008028	SLC6A12	molecular_function
GO:0008028	SLC6A13	molecular_function
GO:0008028	SLC16A7	molecular_function
GO:0008028	SLC16A13	molecular_function
GO:0008028	SLC16A14	molecular_function
GO:0008028	SLC16A11	molecular_function
GO:0008028	SLC16A8	molecular_function
GO:0008028	SLC16A12	molecular_function
GO:0008028	SLC5A8	molecular_function
GO:0008080	NAT10	molecular_function
GO:0008080	NAT8	molecular_function
GO:0008080	NAA10	molecular_function
GO:0008080	SAT2	molecular_function
GO:0008080	ELP3	molecular_function
GO:0008080	NAT9	molecular_function
GO:0008080	GNPNAT1	molecular_function
GO:0008080	SMARCE1	molecular_function
GO:0008080	NAT8L	molecular_function
GO:0008080	ESCO1	molecular_function
GO:0008080	NAT14	molecular_function
GO:0008080	SATL1	molecular_function
GO:0008080	NAT16	molecular_function
GO:0008080	NAA50	molecular_function
GO:0008080	SAT1	molecular_function
GO:0008081	GDPD4	molecular_function
GO:0008081	ENPP6	molecular_function
GO:0008081	GDPD1	molecular_function
GO:0008081	APEX1	molecular_function
GO:0008081	MPPED2	molecular_function
GO:0008081	SMPDL3A	molecular_function
GO:0008081	PLCXD2	molecular_function
GO:0008081	PLCXD1	molecular_function
GO:0008081	SMPD1	molecular_function
GO:0008081	GDPD3	molecular_function
GO:0008081	ENPP7	molecular_function
GO:0008081	SMPDL3B	molecular_function
GO:0008083	IL34	molecular_function
GO:0008083	IL10	molecular_function
GO:0008083	RABEP2	molecular_function
GO:0008083	IL11	molecular_function
GO:0008083	IL12A	molecular_function
GO:0008083	IL12B	molecular_function
GO:0008083	HGF	molecular_function
GO:0008083	GDF5	molecular_function
GO:0008083	NRG1	molecular_function
GO:0008083	EREG	molecular_function
GO:0008083	PDGFA	molecular_function
GO:0008083	PDGFB	molecular_function
GO:0008083	NRG4	molecular_function
GO:0008083	INHA	molecular_function
GO:0008083	INHBA	molecular_function
GO:0008083	INHBB	molecular_function
GO:0008083	INHBC	molecular_function
GO:0008083	GDF6	molecular_function
GO:0008083	IL9	molecular_function
GO:0008083	CD320	molecular_function
GO:0008083	MDK	molecular_function
GO:0008083	GDF1	molecular_function
GO:0008083	GDF2	molecular_function
GO:0008083	F2	molecular_function
GO:0008083	MSTN	molecular_function
GO:0008083	GDF9	molecular_function
GO:0008083	GDF10	molecular_function
GO:0008083	GDNF	molecular_function
GO:0008083	PGF	molecular_function
GO:0008083	GFER	molecular_function
GO:0008083	FGF18	molecular_function
GO:0008083	BDNF	molecular_function
GO:0008083	FGF17	molecular_function
GO:0008083	FGF16	molecular_function
GO:0008083	GH1	molecular_function
GO:0008083	GH2	molecular_function
GO:0008083	JAG2	molecular_function
GO:0008083	PTN	molecular_function
GO:0008083	BMP1	molecular_function
GO:0008083	BMP2	molecular_function
GO:0008083	BMP3	molecular_function
GO:0008083	BMP4	molecular_function
GO:0008083	BMP5	molecular_function
GO:0008083	BMP6	molecular_function
GO:0008083	BMP7	molecular_function
GO:0008083	BMP8B	molecular_function
GO:0008083	EFEMP1	molecular_function
GO:0008083	KITLG	molecular_function
GO:0008083	BMP10	molecular_function
GO:0008083	FGF20	molecular_function
GO:0008083	BTC	molecular_function
GO:0008083	CLEC11A	molecular_function
GO:0008083	FGF21	molecular_function
GO:0008083	JAG1	molecular_function
GO:0008083	AGT	molecular_function
GO:0008083	MANF	molecular_function
GO:0008083	ANGPTL3	molecular_function
GO:0008083	NGF	molecular_function
GO:0008083	FGF1	molecular_function
GO:0008083	FGF2	molecular_function
GO:0008083	FGF3	molecular_function
GO:0008083	FGF4	molecular_function
GO:0008083	FGF5	molecular_function
GO:0008083	FGF6	molecular_function
GO:0008083	FGF7	molecular_function
GO:0008083	FGF8	molecular_function
GO:0008083	FGF9	molecular_function
GO:0008083	FGF10	molecular_function
GO:0008083	FGF11	molecular_function
GO:0008083	FGF12	molecular_function
GO:0008083	FGF13	molecular_function
GO:0008083	FGF14	molecular_function
GO:0008083	GMFB	molecular_function
GO:0008083	CDNF	molecular_function
GO:0008083	BMP8A	molecular_function
GO:0008083	OSGIN2	molecular_function
GO:0008083	PDGFC	molecular_function
GO:0008083	NODAL	molecular_function
GO:0008083	FGF19	molecular_function
GO:0008083	NENF	molecular_function
GO:0008083	CXCL12	molecular_function
GO:0008083	CNTF	molecular_function
GO:0008083	OSGIN1	molecular_function
GO:0008083	VEGFA	molecular_function
GO:0008083	VEGFB	molecular_function
GO:0008083	VEGFC	molecular_function
GO:0008083	VGF	molecular_function
GO:0008083	GPI	molecular_function
GO:0008083	AMELX	molecular_function
GO:0008083	AMH	molecular_function
GO:0008083	INHBE	molecular_function
GO:0008083	NRTN	molecular_function
GO:0008083	NTF3	molecular_function
GO:0008083	NTF4	molecular_function
GO:0008083	GDF15	molecular_function
GO:0008083	HBEGF	molecular_function
GO:0008083	GMFG	molecular_function
GO:0008083	NRG2	molecular_function
GO:0008083	REG1A	molecular_function
GO:0008083	GRN	molecular_function
GO:0008083	TDGF1	molecular_function
GO:0008083	ARTN	molecular_function
GO:0008083	PPBP	molecular_function
GO:0008083	TYMP	molecular_function
GO:0008083	GDF3	molecular_function
GO:0008083	CXCL1	molecular_function
GO:0008083	OGN	molecular_function
GO:0008083	AREG	molecular_function
GO:0008083	TFF1	molecular_function
GO:0008083	FGF22	molecular_function
